ID,Name,Position,SM,WF,Rating,Color,League,Club,Country,Age,Rarity,Foot,Attack WR,Defense WR,Cost
1050,Gaëtan Poussin,GK,1,2,67,silver,Ligue 2 (FRA 2),Bordeaux,France,24,Non Rare,Right,Med,Med,650
1051,Rafał Strączek,GK,1,2,67,silver,Ligue 2 (FRA 2),Bordeaux,Poland,23,Non Rare,Right,Med,Med,600
1052,Dilane Bakwa,RW,3,3,67,silver,Ligue 2 (FRA 2),Bordeaux,France,20,Non Rare,Right,Med,Med,650
1053,Malcom Bokele,CB,2,2,64,bronze,Ligue 2 (FRA 2),Bordeaux,Cameroon,22,Rare,Right,Low,High,350
1054,Logan Delaurier-Chaubet,LW,3,4,64,bronze,Ligue 2 (FRA 2),Bordeaux,France,20,Rare,Left,Med,Med,1100
1055,Davy Rouyard,GK,1,2,61,bronze,Ligue 2 (FRA 2),Bordeaux,France,23,Non Rare,Right,Med,Med,200
1056,Vincent Manceau,CB,2,3,73,silver,Ligue 2 (FRA 2),EA Guingamp,France,33,Rare,Right,Med,High,650
1057,Gaëtan Courtet,ST,3,3,72,silver,Ligue 2 (FRA 2),EA Guingamp,France,33,Rare,Right,Med,Med,700
1058,Dylan Louiserre,CDM,3,3,69,silver,Ligue 2 (FRA 2),EA Guingamp,France,27,Non Rare,Right,Med,Med,600
1059,Jérémy Livolant,LM,3,3,68,silver,Ligue 2 (FRA 2),EA Guingamp,France,25,Non Rare,Right,High,Low,600
1060,Baptiste Guillaume,ST,3,4,68,silver,Ligue 2 (FRA 2),EA Guingamp,Belgium,27,Non Rare,Right,High,Med,600
1061,Enzo Basilio,GK,1,3,67,silver,Ligue 2 (FRA 2),EA Guingamp,France,28,Non Rare,Right,Med,Med,650
1062,Stephen Quemper,LB,2,3,67,silver,Ligue 2 (FRA 2),EA Guingamp,France,29,Non Rare,Left,High,Med,800
1063,Maxime Barthelmé,RM,4,3,67,silver,Ligue 2 (FRA 2),EA Guingamp,France,34,Non Rare,Left,Med,High,800
1064,Baptiste Roux,CB,2,3,66,silver,Ligue 2 (FRA 2),EA Guingamp,France,23,Non Rare,Left,Low,High,750
1065,Warren Tchimbembé,CM,3,2,66,silver,Ligue 2 (FRA 2),EA Guingamp,Congo,24,Rare,Left,High,Med,650
1066,Mehdi Merghem,RM,4,3,66,silver,Ligue 2 (FRA 2),EA Guingamp,France,25,Non Rare,Left,Med,Low,800
1067,Félix Eboa Eboa,CB,2,2,65,silver,Ligue 2 (FRA 2),EA Guingamp,Cameroon,25,Non Rare,Right,Low,Med,550
1068,Pierre Lemonnier,CB,2,3,65,silver,Ligue 2 (FRA 2),EA Guingamp,France,29,Non Rare,Right,Med,Med,650
1069,Souleymane Diarra,CDM,3,3,65,silver,Ligue 2 (FRA 2),EA Guingamp,Mali,27,Non Rare,Right,Med,Med,600
1070,Tristan Muyumba,CDM,2,3,65,silver,Ligue 2 (FRA 2),EA Guingamp,France,25,Non Rare,Right,Med,High,650
1071,Maxime Sivis,RB,2,3,64,bronze,Ligue 2 (FRA 2),EA Guingamp,France,24,Rare,Right,High,Med,350
1072,Matthis Riou,CB,2,4,63,bronze,Ligue 2 (FRA 2),EA Guingamp,France,22,Non Rare,Right,Med,Med,300
1073,Hady Camara,CB,2,3,62,bronze,Ligue 2 (FRA 2),EA Guingamp,France,21,Non Rare,Left,Med,Med,200
1074,Dominique Youfeigane,GK,1,2,61,bronze,Ligue 2 (FRA 2),EA Guingamp,France,22,Non Rare,Right,Med,Med,200
1075,Jules Gaudin,RM,3,3,59,bronze,Ligue 2 (FRA 2),EA Guingamp,France,22,Non Rare,Left,Med,Med,1900
1076,Seko Fofana,CM,4,4,81,gold,Ligue 1,RC Lens,Côte d'Ivoire,27,Rare,Right,High,High,950
1077,Facundo Medina,CB,2,2,76,gold,Ligue 1,RC Lens,Argentina,23,Rare,Left,Med,Med,900
1078,Gaël Kakuta,CAM,4,3,76,gold,Ligue 1,RC Lens,Congo DR,31,Non Rare,Left,High,Med,5800
1079,Przemysław Frankowski,LWB,3,3,76,gold,Ligue 1,RC Lens,Poland,27,Non Rare,Right,High,Med,900
1080,Jimmy Cabot,RM,3,3,75,gold,Ligue 1,RC Lens,France,28,Non Rare,Right,High,Med,900
1081,Florian Sotoca,ST,3,3,75,gold,Ligue 1,RC Lens,France,32,Non Rare,Right,High,High,1100
1082,Kevin Danso,CB,2,3,75,gold,Ligue 1,RC Lens,Austria,24,Non Rare,Right,Med,Med,1100
1083,Loïs Openda,ST,3,3,75,gold,Ligue 1,RC Lens,Belgium,22,Rare,Right,High,Low,900
1084,Adam Buksa,ST,3,4,75,gold,Ligue 1,RC Lens,Poland,26,Non Rare,Left,Med,Low,1000
1085,Jean-Louis Leca,GK,1,3,75,gold,Ligue 1,RC Lens,France,37,Non Rare,Right,Med,Med,1100
1086,Jonathan Gradit,CB,2,2,75,gold,Ligue 1,RC Lens,France,30,Non Rare,Right,Med,High,1100
1087,Alexis Claude-Maurice,CM,4,3,74,silver,Ligue 1,RC Lens,France,24,Rare,Right,Med,Low,2900
1088,Massadio Haïdara,LWB,3,3,74,silver,Ligue 1,RC Lens,Mali,30,Rare,Left,Med,High,1200
1089,Brice Samba,GK,1,3,74,silver,Ligue 1,RC Lens,Congo,28,Rare,Left,Med,Med,1100
1090,Wesley Saïd,ST,4,3,73,silver,Ligue 1,RC Lens,France,27,Rare,Right,Med,Low,1200
1091,David Pereira Da Costa,LW,3,3,73,silver,Ligue 1,RC Lens,Portugal,22,Rare,Left,High,Low,1200
1092,Jean Onana,CM,3,3,73,silver,Ligue 1,RC Lens,Cameroon,23,Rare,Right,Med,Med,1200
1093,Wuilker Faríñez,GK,1,3,73,silver,Ligue 1,RC Lens,Venezuela,24,Rare,Right,Med,Med,1200
1094,Deiver Machado,LWB,2,3,72,silver,Ligue 1,RC Lens,Colombia,29,Rare,Left,High,Med,1100
1095,Salis Abdul Samed,CDM,2,2,71,silver,Ligue 1,RC Lens,Ghana,22,Non Rare,Right,High,High,1200
1096,Steven Fortes,CB,2,2,69,silver,Ligue 1,RC Lens,Cape Verde Islands,30,Rare,Right,Low,Med,1200
1097,Ismaël Boura,LWB,3,2,69,silver,Ligue 1,RC Lens,France,22,Rare,Left,High,Med,1200
1098,Łukasz Poręba,CDM,2,3,63,bronze,Ligue 1,RC Lens,Poland,22,Non Rare,Right,Med,Med,1200
1099,Adrien Louveau,CB,2,2,60,bronze,Ligue 1,RC Lens,France,22,Non Rare,Left,Med,Med,1100
1100,Yannick Pandor,GK,1,2,59,bronze,Ligue 1,RC Lens,Comoros,21,Non Rare,Left,Med,Med,1000
1101,José Fonte,CB,2,3,80,gold,Ligue 1,LOSC,Portugal,39,Non Rare,Right,Med,High,1000
1102,Benjamin André,CDM,3,3,79,gold,Ligue 1,LOSC,France,32,Non Rare,Right,High,High,850
1103,Ismaily,LB,4,2,79,gold,Ligue 1,LOSC,Brazil,33,Rare,Left,High,Med,800
1104,Jonathan David,ST,3,5,79,gold,Ligue 1,LOSC,Canada,23,Rare,Right,High,High,950
1105,Jonathan Bamba,LM,4,4,76,gold,Ligue 1,LOSC,France,26,Non Rare,Right,High,High,700
1106,Mohamed Bayo,ST,3,2,75,gold,Ligue 1,LOSC,Guinea,24,Non Rare,Right,Med,Med,850
1107,André Filipe Tavares Gomes,CM,4,4,75,gold,Ligue 1,LOSC,Portugal,29,Non Rare,Right,Low,Med,900
1108,Jonas Martin,CM,3,4,75,gold,Ligue 1,LOSC,France,32,Non Rare,Right,Med,Med,900
1109,Tiago Djaló,CB,2,3,75,gold,Ligue 1,LOSC,Portugal,22,Rare,Right,Med,High,950
1110,Akim Zedadka,RB,3,3,74,silver,Ligue 1,LOSC,Algeria,27,Rare,Right,High,Med,3400
1111,Rémy Cabella,CAM,4,4,74,silver,Ligue 1,LOSC,France,32,Rare,Right,Med,Low,2100
1112,Gabriel Gudmundsson,LB,3,3,74,silver,Ligue 1,LOSC,Sweden,23,Rare,Left,High,Low,2100
1113,Edon Zhegrova,RM,3,2,74,silver,Ligue 1,LOSC,Kosovo,23,Rare,Left,Med,Low,2000
1114,Timothy Weah,RM,3,3,74,silver,Ligue 1,LOSC,United States,22,Rare,Right,High,Med,2100
1115,Angel Gomes,LM,4,4,73,silver,Ligue 1,LOSC,England,22,Rare,Right,Med,Med,2000
1116,Leonardo Cesar Jardim,GK,1,2,73,silver,Ligue 1,LOSC,Brazil,27,Non Rare,Right,Med,Med,2000
1117,Adam Ounas,RW,4,4,73,silver,Ligue 1,LOSC,Algeria,26,Rare,Left,Med,Low,2000
1118,Isaac Lihadji,RM,4,3,69,silver,Ligue 1,LOSC,France,20,Non Rare,Left,Med,Med,2000
1119,Bafodé Diakité,CB,2,3,69,silver,Ligue 1,LOSC,France,22,Non Rare,Right,Med,High,2100
1120,Adam Jakubech,GK,1,3,68,silver,Ligue 1,LOSC,Slovakia,26,Non Rare,Right,Med,Med,2200
1121,Alan Virginius,RM,3,3,67,silver,Ligue 1,LOSC,France,20,Rare,Right,High,Med,2000
1122,Alexsandro de Souza Ribeiro,CB,2,3,67,silver,Ligue 1,LOSC,Brazil,23,Non Rare,Right,Med,Med,2000
1123,Lucas Chevalier,GK,1,3,67,silver,Ligue 1,LOSC,France,21,Non Rare,Right,Med,Med,2000
1124,Anthony Lopes,GK,1,2,82,gold,Ligue 1,OL,Portugal,32,Rare,Left,Med,Med,1200
1125,Nicolás Tagliafico,LB,3,2,81,gold,Ligue 1,OL,Argentina,30,Rare,Left,Med,High,1000
1126,Corentin Tolisso,CM,3,3,81,gold,Ligue 1,OL,France,28,Rare,Right,High,Med,900
1127,Alexandre Lacazette,ST,4,4,81,gold,Ligue 1,OL,France,31,Non Rare,Right,High,High,1200
1128,Moussa Dembélé,ST,3,3,80,gold,Ligue 1,OL,France,26,Non Rare,Right,Med,Low,1200
1129,Jérôme Boateng,CB,2,4,79,gold,Ligue 1,OL,Germany,34,Non Rare,Right,Med,Med,1200
1130,Houssem Aouar,CAM,4,3,79,gold,Ligue 1,OL,France,24,Non Rare,Right,High,Low,1300
1131,Maxence Caqueret,CDM,3,3,79,gold,Ligue 1,OL,France,22,Non Rare,Right,High,High,1100
1132,Romain Faivre,RM,4,3,78,gold,Ligue 1,OL,France,24,Non Rare,Left,High,Med,1000
1133,Toko Ekambi,LM,3,4,78,gold,Ligue 1,OL,Cameroon,30,Rare,Right,High,Low,800
1134,Mateus Tetê,RW,4,3,76,gold,Ligue 1,OL,Brazil,22,Non Rare,Left,High,Med,950
1135,Thiago Mendes,CDM,3,3,76,gold,Ligue 1,OL,Brazil,30,Non Rare,Right,Med,Med,1100
1136,Castello Lukeba,CB,2,2,76,gold,Ligue 1,OL,France,20,Non Rare,Left,Med,Med,1200
1137,Malo Gusto,RB,3,3,75,gold,Ligue 1,OL,France,19,Non Rare,Right,High,High,1200
1138,Damien Da Silva,CB,2,4,74,silver,Ligue 1,OL,France,34,Rare,Right,Med,Med,1300
1139,Jeff Reine-Adélaïde,CM,4,3,74,silver,Ligue 1,OL,France,25,Rare,Right,High,Med,1600
1140,Sinaly Diomande,CB,2,3,73,silver,Ligue 1,OL,Côte d'Ivoire,21,Non Rare,Right,Med,Med,1100
1141,Rayan Cherki,LW,5,5,73,silver,Ligue 1,OL,France,19,Rare,Left,High,Low,1500
1142,Henrique,LB,3,3,73,silver,Ligue 1,OL,Brazil,28,Rare,Left,High,Med,1300
1143,Julian Pollersbeck,GK,1,3,70,silver,Ligue 1,OL,Germany,28,Non Rare,Right,Med,Med,1400
1144,Johann Lepenant,CDM,3,3,69,silver,Ligue 1,OL,France,20,Non Rare,Right,Med,Med,1400
1145,Rémy Riou,GK,1,1,68,silver,Ligue 1,OL,France,35,Non Rare,Right,Med,Med,1400
1146,Mohamed El Arouch,CAM,3,3,66,silver,Ligue 1,OL,France,18,Non Rare,Right,Med,Med,1400
1147,Irvyn Lomami,RB,2,3,65,silver,Ligue 1,OL,France,19,Non Rare,Right,Med,Med,1500
1148,Florent Da Silva,CM,3,3,63,bronze,Ligue 1,OL,France,19,Rare,Right,Med,Med,350
1149,Bradley Barcola,ST,3,3,63,bronze,Ligue 1,OL,France,20,Rare,Right,High,Med,1200
1150,Yahya Soumaré,RW,3,3,63,bronze,Ligue 1,OL,France,22,Non Rare,Right,High,Med,1200
1151,Kayne Bonnevie,GK,1,3,61,bronze,Ligue 1,OL,France,21,Non Rare,Left,Med,Med,1100
1152,Fabien Centonze,RWB,2,2,75,gold,Ligue 2 (FRA 2),FC Metz,France,27,Non Rare,Right,High,Med,5200
1153,Ismaël Traoré,CB,2,2,73,silver,Ligue 2 (FRA 2),FC Metz,Côte d'Ivoire,36,Rare,Right,Med,High,600
1154,Ibrahima Niane,ST,3,3,73,silver,Ligue 2 (FRA 2),FC Metz,Senegal,23,Rare,Right,High,Low,550
1155,Boubakar Kouyaté,CB,2,4,72,silver,Ligue 2 (FRA 2),FC Metz,Mali,25,Non Rare,Right,Med,Med,1400
1156,Alexandre Oukidja,GK,1,3,72,silver,Ligue 2 (FRA 2),FC Metz,Algeria,34,Rare,Right,Med,Med,550
1157,Lamine Gueye,RM,3,3,72,silver,Ligue 2 (FRA 2),FC Metz,Senegal,24,Rare,Right,Med,Low,550
1158,Matthieu Udol,LWB,2,3,70,silver,Ligue 2 (FRA 2),FC Metz,France,26,Rare,Left,High,Med,600
1159,Habib Maïga,CDM,2,3,70,silver,Ligue 2 (FRA 2),FC Metz,Côte d'Ivoire,27,Rare,Right,Med,High,600
1160,Fali Candé,LWB,2,2,69,silver,Ligue 2 (FRA 2),FC Metz,Guinea-Bissau,24,Rare,Left,High,Med,550
1161,Georges Mikautadze,ST,4,3,69,silver,Ligue 2 (FRA 2),FC Metz,Georgia,22,Rare,Right,High,Med,550
1162,Marc-Aurèle Caillard,GK,1,3,68,silver,Ligue 2 (FRA 2),FC Metz,France,28,Non Rare,Right,Med,Med,700
1163,Sofiane Alakouch,RWB,3,3,68,silver,Ligue 2 (FRA 2),FC Metz,Morocco,24,Non Rare,Right,High,Med,600
1164,Ablie Jallow,RM,3,3,68,silver,Ligue 2 (FRA 2),FC Metz,Gambia,24,Non Rare,Left,High,Med,600
1165,Amine Bassi,CAM,4,4,68,silver,Ligue 2 (FRA 2),FC Metz,Morocco,25,Non Rare,Right,Med,Low,600
1166,Youssef Maziz,CAM,4,3,68,silver,Ligue 2 (FRA 2),FC Metz,France,24,Non Rare,Right,High,Med,650
1167,Kévin N'Doram,CDM,2,2,67,silver,Ligue 2 (FRA 2),FC Metz,France,26,Non Rare,Right,High,High,650
1168,Koffi Kouao,RB,2,3,67,silver,Ligue 2 (FRA 2),FC Metz,Côte d'Ivoire,24,Non Rare,Right,High,High,650
1169,Cheikh Sabaly,LM,3,3,66,silver,Ligue 2 (FRA 2),FC Metz,Senegal,23,Non Rare,Right,Med,Low,650
1170,Anthony Musaba,RM,3,5,66,silver,Ligue 2 (FRA 2),FC Metz,Netherlands,22,Rare,Right,Med,Low,800
1171,Lenny Joseph,ST,2,2,65,silver,Ligue 2 (FRA 2),FC Metz,France,22,Non Rare,Right,High,Med,650
1172,Amadou Dia Ndiaye,ST,3,2,61,bronze,Ligue 2 (FRA 2),FC Metz,Senegal,23,Non Rare,Right,Med,Med,200
1173,Ousmane Ba,GK,1,2,60,bronze,Ligue 2 (FRA 2),FC Metz,Senegal,20,Non Rare,Right,Med,Med,200
1174,Aboubacar Lô,CB,2,2,56,bronze,Ligue 2 (FRA 2),FC Metz,Senegal,23,Non Rare,Right,Med,Med,200
1175,Wissam Ben Yedder,ST,4,5,84,gold,Ligue 1,AS Monaco,France,32,Rare,Right,High,Low,6100
1176,Kevin Volland,ST,3,4,82,gold,Ligue 1,AS Monaco,Germany,30,Rare,Left,High,High,1700
1177,Youssouf Fofana,CDM,3,3,79,gold,Ligue 1,AS Monaco,France,24,Rare,Right,Med,High,800
1178,Alexandr Golovin,LM,4,4,79,gold,Ligue 1,AS Monaco,Russia,26,Rare,Right,High,High,800
1179,Alexander Nübel,GK,1,5,78,gold,Ligue 1,AS Monaco,Germany,26,Non Rare,Right,Med,Med,1200
1180,Caio Henrique,LB,3,2,78,gold,Ligue 1,AS Monaco,Brazil,25,Non Rare,Left,High,Med,1300
1181,Guillermo Maripán,CB,2,2,78,gold,Ligue 1,AS Monaco,Chile,28,Non Rare,Right,High,High,1200
1182,Breel Embolo,ST,3,4,77,gold,Ligue 1,AS Monaco,Switzerland,25,Non Rare,Right,Med,Med,1200
1183,Mohamed Camara,CDM,3,3,77,gold,Ligue 1,AS Monaco,Mali,23,Rare,Right,Med,High,850
1184,Axel Disasi,CB,2,2,77,gold,Ligue 1,AS Monaco,France,24,Non Rare,Right,Med,Med,1200
1185,Gelson Martins,RM,4,3,77,gold,Ligue 1,AS Monaco,Portugal,27,Rare,Right,High,High,850
1186,Benoît Badiashile,CB,2,3,77,gold,Ligue 1,AS Monaco,France,21,Non Rare,Left,Med,High,1400
1187,Ruben Aguilar,RB,3,2,77,gold,Ligue 1,AS Monaco,France,29,Non Rare,Right,High,High,1300
1188,Vanderson de Oliveira Campos,RM,3,3,76,gold,Ligue 1,AS Monaco,Brazil,21,Non Rare,Right,Med,Med,1200
1189,Takumi Minamino,CF,3,4,75,gold,Ligue 1,AS Monaco,Japan,28,Non Rare,Right,High,Med,1200
1190,Myron Boadu,ST,3,5,75,gold,Ligue 1,AS Monaco,Netherlands,22,Rare,Right,High,Med,1100
1191,Malang Sarr,CB,2,2,75,gold,Ligue 1,AS Monaco,France,23,Non Rare,Left,Med,High,1300
1192,Jean Lucas,CM,3,3,75,gold,Ligue 1,AS Monaco,Brazil,24,Non Rare,Right,High,Med,1300
1193,Krépin Diatta,RM,4,4,74,silver,Ligue 1,AS Monaco,Senegal,23,Rare,Right,High,Med,1500
1194,Eliot Matazo,CM,3,3,72,silver,Ligue 1,AS Monaco,Belgium,20,Rare,Right,High,High,1400
1195,Thomas Didillon,GK,1,2,71,silver,Ligue 1,AS Monaco,France,27,Non Rare,Left,Med,Med,1900
1196,Ismail Jakobs,LM,3,3,71,silver,Ligue 1,AS Monaco,Germany,23,Non Rare,Left,Med,Med,1900
1197,Willem Geubbels,ST,3,3,68,silver,Ligue 1,AS Monaco,France,21,Rare,Right,Med,Low,1600
1198,Maghnes Akliouche,CAM,3,3,65,silver,Ligue 1,AS Monaco,France,20,Non Rare,Left,Med,Med,1400
1199,Félix Lemaréchal,CM,2,4,63,bronze,Ligue 1,AS Monaco,France,19,Non Rare,Right,Med,Med,1300
1200,Téji Savanier,CAM,4,5,84,gold,Ligue 1,Montpellier,France,31,TOTW,Right,High,Med,27000
1201,Téji Savanier,CAM,4,5,81,gold,Ligue 1,Montpellier,France,31,Rare,Right,High,Med,1400
1202,Jonas Omlin,GK,1,4,79,gold,Ligue 1,Montpellier,Switzerland,29,Non Rare,Right,Med,Med,1100
1203,Jordan Ferri,CDM,3,2,77,gold,Ligue 1,Montpellier,France,30,Non Rare,Right,Med,High,850
1204,Stephy Mavididi,LM,3,3,77,gold,Ligue 1,Montpellier,England,24,Non Rare,Right,Med,Med,700
1205,Mamadou Sakho,CB,2,2,76,gold,Ligue 1,Montpellier,France,32,Non Rare,Left,Med,High,950
1206,Wahbi Khazri,CF,4,4,75,gold,Ligue 1,Montpellier,Tunisia,31,Non Rare,Right,High,High,900
1207,Joris Chotard,CDM,3,4,74,silver,Ligue 1,Montpellier,France,21,Rare,Right,Med,Med,1200
1208,Nicolas Cozza,CB,2,3,74,silver,Ligue 1,Montpellier,France,24,Rare,Left,Med,Med,1400
1209,Arnaud Souquet,RB,3,3,74,silver,Ligue 1,Montpellier,France,30,Rare,Right,High,Med,1500
1210,Elye Wahi,ST,4,4,74,silver,Ligue 1,Montpellier,France,20,Rare,Right,High,Med,1700
1211,Christopher Jullien,CB,2,3,74,silver,Ligue 1,Montpellier,France,29,Rare,Right,Low,High,1200
1212,Pedro Mendes,CB,2,3,74,silver,Ligue 1,Montpellier,Portugal,32,Rare,Right,Med,High,1300
1213,Falaye Sacko,RB,3,3,74,silver,Ligue 1,Montpellier,Mali,27,Rare,Right,High,Med,1200
1214,Dimitry Bertaud,GK,1,3,74,silver,Ligue 1,Montpellier,France,24,Rare,Right,Med,Med,1100
1215,Arnaud Nordin,RM,3,4,73,silver,Ligue 1,Montpellier,France,24,Rare,Left,Med,Med,1200
1216,Valère Germain,ST,3,4,73,silver,Ligue 1,Montpellier,France,32,Rare,Right,Med,Med,1200
1217,Maxime Estève,CB,2,3,72,silver,Ligue 1,Montpellier,France,20,Non Rare,Left,Med,Med,1200
1218,Faitout Maouassa,LB,3,2,72,silver,Ligue 1,Montpellier,France,24,Rare,Left,High,Med,1300
1219,Bingourou Kamara,GK,1,3,70,silver,Ligue 1,Montpellier,Senegal,26,Rare,Right,Med,Med,1100
1220,Léo Leroy,CM,3,3,67,silver,Ligue 1,Montpellier,France,22,Non Rare,Right,Med,Med,1300
1221,Théo Sainte-Luce,LB,3,2,67,silver,Ligue 1,Montpellier,France,24,Non Rare,Left,High,Med,1300
1222,Béni Makouana,RM,3,3,65,silver,Ligue 1,Montpellier,Congo,20,Non Rare,Right,Med,Med,1200
1223,Gabriel Barès,CDM,2,3,64,bronze,Ligue 1,Montpellier,Switzerland,22,Rare,Left,Med,Med,1200
1224,Thibault Tamas,LB,2,3,61,bronze,Ligue 1,Montpellier,France,21,Non Rare,Left,Med,Med,1100
1225,Enzo Tchato,RB,2,2,61,bronze,Ligue 1,Montpellier,Cameroon,20,Non Rare,Right,High,Med,1100
1226,Matis Carvalho,GK,1,2,61,bronze,Ligue 1,Montpellier,Portugal,23,Non Rare,Right,Med,Med,1200
1227,Sacha Delaye,CM,3,4,61,bronze,Ligue 1,Montpellier,France,20,Rare,Right,Med,Med,4200
1228,Khalil Fayad,CM,2,3,58,bronze,Ligue 1,Montpellier,France,18,Non Rare,Right,Med,Med,900
1229,Alban Lafont,GK,1,3,80,gold,Ligue 1,FC Nantes,France,23,Rare,Right,Med,Med,850
1230,Ludovic Blas,CAM,4,2,79,gold,Ligue 1,FC Nantes,France,25,Non Rare,Left,High,Med,1200
1231,Andrei Girotto,CB,2,3,78,gold,Ligue 1,FC Nantes,Brazil,30,Non Rare,Right,Med,High,1000
1232,Moussa Sissoko,CDM,3,3,77,gold,Ligue 1,FC Nantes,France,33,Non Rare,Right,Med,High,900
1233,Moses Simon,LM,4,4,77,gold,Ligue 1,FC Nantes,Nigeria,27,Rare,Right,High,Med,850
1234,Pedro Chirivella,CDM,3,3,77,gold,Ligue 1,FC Nantes,Spain,25,Non Rare,Right,Med,Med,850
1235,Nicolas Pallois,CB,2,2,77,gold,Ligue 1,FC Nantes,France,35,Non Rare,Left,Med,High,1000
1236,Mostafa Mohamed,ST,3,5,74,silver,Ligue 1,FC Nantes,Egypt,25,Rare,Right,Med,Med,1700
1237,Jean-Charles Castelletto,CB,2,2,74,silver,Ligue 1,FC Nantes,Cameroon,27,Rare,Right,Med,Med,1700
1238,Ignatius Ganago,ST,3,3,73,silver,Ligue 1,FC Nantes,Cameroon,23,Rare,Right,High,Med,2400
1239,Dennis Appiah,RB,2,3,73,silver,Ligue 1,FC Nantes,France,30,Rare,Right,Low,Med,2400
1240,Fábio Pereira da Silva,LB,3,4,72,silver,Ligue 1,FC Nantes,Brazil,32,Rare,Right,Med,Med,3200
1241,Sébastien Corchia,RB,3,3,72,silver,Ligue 1,FC Nantes,France,32,Rare,Right,Med,Med,1800
1242,Abdoul Kader Bamba,LM,4,3,72,silver,Ligue 1,FC Nantes,France,28,Non Rare,Right,High,Low,2600
1243,Samuel Moutoussamy,CM,3,3,72,silver,Ligue 1,FC Nantes,Congo DR,26,Rare,Left,Med,High,1600
1244,Marcus Coco,RM,3,3,71,silver,Ligue 1,FC Nantes,France,26,Non Rare,Right,Med,Med,2600
1245,Quentin Merlin,LB,3,2,70,silver,Ligue 1,FC Nantes,France,20,Rare,Left,High,Med,1700
1246,Evann Guessand,ST,3,3,70,silver,Ligue 1,FC Nantes,France,21,Non Rare,Right,Med,Med,7500
1247,Charles Traoré,LB,2,2,69,silver,Ligue 1,FC Nantes,Mali,31,Non Rare,Left,Med,Med,1800
1248,Rémy Descamps,GK,1,3,69,silver,Ligue 1,FC Nantes,France,26,Rare,Left,Med,Med,1600
1249,Denis Petrić,GK,1,2,68,silver,Ligue 1,FC Nantes,Slovenia,34,Non Rare,Right,Med,Med,1900
1250,Bridge Ndilu,ST,3,3,62,bronze,Ligue 1,FC Nantes,France,22,Non Rare,Right,Med,Low,200
1251,Joe-Loïc Affamah,ST,2,2,61,bronze,Ligue 1,FC Nantes,France,20,Non Rare,Right,Med,High,1500
1252,Gor Manvelyan,CAM,3,4,61,bronze,Ligue 1,FC Nantes,France,20,Non Rare,Right,High,Low,1600
1253,Mohamed Achi,CM,2,2,60,bronze,Ligue 1,FC Nantes,France,21,Non Rare,Left,Med,Med,1600
1254,Samuel Yepie Yepie,LM,2,2,59,bronze,Ligue 1,FC Nantes,France,20,Non Rare,Left,High,Low,1600
1255,Lohann Doucet,CDM,2,2,58,bronze,Ligue 1,FC Nantes,France,20,Non Rare,Right,Med,Med,1300
1256,Kasper Schmeichel,GK,1,3,83,gold,Ligue 1,OGC Nice,Denmark,36,Rare,Right,Med,Med,1500
1257,Gaëtan Laborde,ST,3,4,81,gold,Ligue 1,OGC Nice,France,28,Rare,Left,High,High,900
1258,Andy Delort,ST,3,3,80,gold,Ligue 1,OGC Nice,Algeria,31,Rare,Right,High,High,900
1259,Nicolas Pépé,RM,4,2,79,gold,Ligue 1,OGC Nice,Côte d'Ivoire,27,Rare,Left,High,Med,800
1260,Pablo Rosario,CDM,3,3,78,gold,Ligue 1,OGC Nice,Netherlands,26,Non Rare,Right,Med,Med,1200
1261,Jean-Clair Todibo,CB,3,2,78,gold,Ligue 1,OGC Nice,France,23,Rare,Right,Med,Med,950
1262,Sofiane Diop,LM,4,3,78,gold,Ligue 1,OGC Nice,France,22,Non Rare,Right,High,High,1100
1263,Dante,CB,3,4,78,gold,Ligue 1,OGC Nice,Brazil,39,Non Rare,Left,Low,High,1200
1264,Khéphren Thuram,CM,3,3,77,gold,Ligue 1,OGC Nice,France,21,Non Rare,Right,High,High,1300
1265,Ross Barkley,CAM,4,5,76,gold,Ligue 1,OGC Nice,England,29,Non Rare,Right,Low,Low,1300
1266,Hicham Boudaoui,RM,3,3,76,gold,Ligue 1,OGC Nice,Algeria,23,Non Rare,Right,Med,High,1000
1267,Aaron Ramsey,CM,3,3,76,gold,Ligue 1,OGC Nice,Wales,32,Non Rare,Right,Med,Med,1300
1268,Jordan Lotomba,RB,2,4,75,gold,Ligue 1,OGC Nice,Switzerland,24,Non Rare,Right,Med,Med,1300
1269,Mario Lemina,CM,3,4,75,gold,Ligue 1,OGC Nice,Gabon,29,Non Rare,Right,Med,Med,1400
1270,Youcef Atal,RB,4,5,75,gold,Ligue 1,OGC Nice,Algeria,26,Non Rare,Right,High,Med,1500
1271,Melvin Bard,LB,3,3,75,gold,Ligue 1,OGC Nice,France,22,Non Rare,Left,Med,Med,1400
1272,Morgan Schneiderlin,CDM,3,4,74,silver,Ligue 1,OGC Nice,France,33,Rare,Right,Low,High,1400
1273,Joe Bryan,LB,3,4,73,silver,Ligue 1,OGC Nice,England,29,Rare,Left,High,High,1600
1274,Marcin Bułka,GK,1,2,73,silver,Ligue 1,OGC Nice,Poland,23,Rare,Right,Med,Med,1500
1275,Lucas Da Cunha,RM,3,3,72,silver,Ligue 1,OGC Nice,France,21,Non Rare,Left,High,Med,2500
1276,Mattia Viti,CB,2,3,71,silver,Ligue 1,OGC Nice,Italy,20,Non Rare,Left,Med,Med,1800
